Source,Target,Relation
3,103,Comm&Mgmt and Mkt&Fin
3,109,Comm&Mgmt and Mkt&Fin
3,114,Comm&Mgmt and Mkt&Fin
3,116,Comm&Mgmt and Mkt&Fin
3,117,Comm&Mgmt and Mkt&Fin
3,120,Comm&Mgmt and Mkt&Fin
3,123,Comm&Mgmt and Mkt&Fin
3,126,Comm&Mgmt and Mkt&Fin
3,130,Comm&Mgmt and Mkt&Fin
3,131,Comm&Mgmt and Mkt&Fin
3,135,Comm&Mgmt and Mkt&Fin
3,137,Comm&Mgmt and Mkt&Fin
3,140,Comm&Mgmt and Mkt&Fin
3,141,Comm&Mgmt and Mkt&Fin
3,144,Comm&Mgmt and Mkt&Fin
3,145,Comm&Mgmt and Mkt&Fin
3,148,Comm&Mgmt and Mkt&Fin
3,152,Comm&Mgmt and Mkt&Fin
3,155,Comm&Mgmt and Mkt&Fin
3,158,Comm&Mgmt and Mkt&Fin
3,163,Comm&Mgmt and Mkt&Fin
3,165,Comm&Mgmt and Mkt&Fin
3,166,Comm&Mgmt and Mkt&Fin
3,172,Comm&Mgmt and Mkt&Fin
3,178,Comm&Mgmt and Mkt&Fin
3,181,Comm&Mgmt and Mkt&Fin
3,187,Comm&Mgmt and Mkt&Fin
3,189,Comm&Mgmt and Mkt&Fin
3,190,Comm&Mgmt and Mkt&Fin
3,191,Comm&Mgmt and Mkt&Fin
3,192,Comm&Mgmt and Mkt&Fin
3,193,Comm&Mgmt and Mkt&Fin
3,195,Comm&Mgmt and Mkt&Fin
3,201,Comm&Mgmt and Mkt&Fin
3,205,Comm&Mgmt and Mkt&Fin
3,206,Comm&Mgmt and Mkt&Fin
3,207,Comm&Mgmt and Mkt&Fin
3,208,Comm&Mgmt and Mkt&Fin
3,210,Comm&Mgmt and Mkt&Fin
3,211,Comm&Mgmt and Mkt&Fin
3,213,Comm&Mgmt and Mkt&Fin
5,7,Comm&Mgmt and Mkt&Fin
5,9,Comm&Mgmt and Mkt&Fin
5,10,Comm&Mgmt and Mkt&Fin
5,12,Comm&Mgmt and Mkt&Fin
5,14,Comm&Mgmt and Mkt&Fin
5,16,Comm&Mgmt and Mkt&Fin
5,17,Comm&Mgmt and Mkt&Fin
5,18,Comm&Mgmt and Mkt&Fin
5,20,Comm&Mgmt and Mkt&Fin
5,22,Comm&Mgmt and Mkt&Fin
5,26,Comm&Mgmt and Mkt&Fin
5,27,Comm&Mgmt and Mkt&Fin
5,29,Comm&Mgmt and Mkt&Fin
5,30,Comm&Mgmt and Mkt&Fin
5,34,Comm&Mgmt and Mkt&Fin
5,37,Comm&Mgmt and Mkt&Fin
5,41,Comm&Mgmt and Mkt&Fin
5,45,Comm&Mgmt and Mkt&Fin
5,48,Comm&Mgmt and Mkt&Fin
5,49,Comm&Mgmt and Mkt&Fin
5,57,Comm&Mgmt and Mkt&Fin
5,58,Comm&Mgmt and Mkt&Fin
5,59,Comm&Mgmt and Mkt&Fin
5,61,Comm&Mgmt and Mkt&Fin
5,62,Comm&Mgmt and Mkt&Fin
5,65,Comm&Mgmt and Mkt&Fin
5,68,Comm&Mgmt and Mkt&Fin
5,72,Comm&Mgmt and Mkt&Fin
5,73,Comm&Mgmt and Mkt&Fin
5,74,Comm&Mgmt and Mkt&Fin
5,75,Comm&Mgmt and Mkt&Fin
5,77,Comm&Mgmt and Mkt&Fin
5,82,Comm&Mgmt and Mkt&Fin
5,83,Comm&Mgmt and Mkt&Fin
5,86,Comm&Mgmt and Mkt&Fin
5,87,Comm&Mgmt and Mkt&Fin
5,91,Comm&Mgmt and Mkt&Fin
5,93,Comm&Mgmt and Mkt&Fin
5,95,Comm&Mgmt and Mkt&Fin
5,96,Comm&Mgmt and Mkt&Fin
5,97,Comm&Mgmt and Mkt&Fin
5,98,Comm&Mgmt and Mkt&Fin
5,99,Comm&Mgmt and Mkt&Fin
5,103,Comm&Mgmt and Mkt&Fin
5,109,Comm&Mgmt and Mkt&Fin
5,114,Comm&Mgmt and Mkt&Fin
5,116,Comm&Mgmt and Mkt&Fin
5,117,Comm&Mgmt and Mkt&Fin
5,120,Comm&Mgmt and Mkt&Fin
5,123,Comm&Mgmt and Mkt&Fin
5,126,Comm&Mgmt and Mkt&Fin
5,130,Comm&Mgmt and Mkt&Fin
5,131,Comm&Mgmt and Mkt&Fin
5,135,Comm&Mgmt and Mkt&Fin
5,137,Comm&Mgmt and Mkt&Fin
5,140,Comm&Mgmt and Mkt&Fin
5,141,Comm&Mgmt and Mkt&Fin
5,144,Comm&Mgmt and Mkt&Fin
5,145,Comm&Mgmt and Mkt&Fin
5,148,Comm&Mgmt and Mkt&Fin
5,152,Comm&Mgmt and Mkt&Fin
5,155,Comm&Mgmt and Mkt&Fin
5,158,Comm&Mgmt and Mkt&Fin
5,163,Comm&Mgmt and Mkt&Fin
5,165,Comm&Mgmt and Mkt&Fin
5,166,Comm&Mgmt and Mkt&Fin
5,172,Comm&Mgmt and Mkt&Fin
5,178,Comm&Mgmt and Mkt&Fin
5,181,Comm&Mgmt and Mkt&Fin
5,187,Comm&Mgmt and Mkt&Fin
5,189,Comm&Mgmt and Mkt&Fin
5,190,Comm&Mgmt and Mkt&Fin
5,191,Comm&Mgmt and Mkt&Fin
5,192,Comm&Mgmt and Mkt&Fin
5,193,Comm&Mgmt and Mkt&Fin
5,195,Comm&Mgmt and Mkt&Fin
5,201,Comm&Mgmt and Mkt&Fin
5,205,Comm&Mgmt and Mkt&Fin
5,206,Comm&Mgmt and Mkt&Fin
5,207,Comm&Mgmt and Mkt&Fin
5,208,Comm&Mgmt and Mkt&Fin
5,210,Comm&Mgmt and Mkt&Fin
5,211,Comm&Mgmt and Mkt&Fin
5,213,Comm&Mgmt and Mkt&Fin
7,9,Comm&Mgmt and Mkt&Fin
7,10,Comm&Mgmt and Mkt&Fin
7,12,Comm&Mgmt and Mkt&Fin
7,14,Comm&Mgmt and Mkt&Fin
7,16,Comm&Mgmt and Mkt&Fin
7,17,Comm&Mgmt and Mkt&Fin
7,18,Comm&Mgmt and Mkt&Fin
7,20,Comm&Mgmt and Mkt&Fin
7,22,Comm&Mgmt and Mkt&Fin
7,26,Comm&Mgmt and Mkt&Fin
7,27,Comm&Mgmt and Mkt&Fin
7,29,Comm&Mgmt and Mkt&Fin
7,30,Comm&Mgmt and Mkt&Fin
7,34,Comm&Mgmt and Mkt&Fin
7,37,Comm&Mgmt and Mkt&Fin
7,41,Comm&Mgmt and Mkt&Fin
7,45,Comm&Mgmt and Mkt&Fin
7,48,Comm&Mgmt and Mkt&Fin
7,49,Comm&Mgmt and Mkt&Fin
7,57,Comm&Mgmt and Mkt&Fin
7,58,Comm&Mgmt and Mkt&Fin
7,59,Comm&Mgmt and Mkt&Fin
7,61,Comm&Mgmt and Mkt&Fin
7,62,Comm&Mgmt and Mkt&Fin
7,65,Comm&Mgmt and Mkt&Fin
7,68,Comm&Mgmt and Mkt&Fin
7,72,Comm&Mgmt and Mkt&Fin
7,73,Comm&Mgmt and Mkt&Fin
7,74,Comm&Mgmt and Mkt&Fin
7,75,Comm&Mgmt and Mkt&Fin
7,77,Comm&Mgmt and Mkt&Fin
7,82,Comm&Mgmt and Mkt&Fin
7,83,Comm&Mgmt and Mkt&Fin
7,86,Comm&Mgmt and Mkt&Fin
7,87,Comm&Mgmt and Mkt&Fin
7,91,Comm&Mgmt and Mkt&Fin
7,93,Comm&Mgmt and Mkt&Fin
7,95,Comm&Mgmt and Mkt&Fin
7,96,Comm&Mgmt and Mkt&Fin
7,97,Comm&Mgmt and Mkt&Fin
7,98,Comm&Mgmt and Mkt&Fin
7,99,Comm&Mgmt and Mkt&Fin
7,103,Comm&Mgmt and Mkt&Fin
7,109,Comm&Mgmt and Mkt&Fin
7,114,Comm&Mgmt and Mkt&Fin
7,116,Comm&Mgmt and Mkt&Fin
7,117,Comm&Mgmt and Mkt&Fin
7,120,Comm&Mgmt and Mkt&Fin
7,123,Comm&Mgmt and Mkt&Fin
7,126,Comm&Mgmt and Mkt&Fin
7,130,Comm&Mgmt and Mkt&Fin
7,131,Comm&Mgmt and Mkt&Fin
7,135,Comm&Mgmt and Mkt&Fin
7,137,Comm&Mgmt and Mkt&Fin
7,140,Comm&Mgmt and Mkt&Fin
7,141,Comm&Mgmt and Mkt&Fin
7,144,Comm&Mgmt and Mkt&Fin
7,145,Comm&Mgmt and Mkt&Fin
7,148,Comm&Mgmt and Mkt&Fin
7,152,Comm&Mgmt and Mkt&Fin
7,155,Comm&Mgmt and Mkt&Fin
7,158,Comm&Mgmt and Mkt&Fin
7,163,Comm&Mgmt and Mkt&Fin
7,165,Comm&Mgmt and Mkt&Fin
7,166,Comm&Mgmt and Mkt&Fin
7,172,Comm&Mgmt and Mkt&Fin
7,178,Comm&Mgmt and Mkt&Fin
7,181,Comm&Mgmt and Mkt&Fin
7,187,Comm&Mgmt and Mkt&Fin
7,189,Comm&Mgmt and Mkt&Fin
7,190,Comm&Mgmt and Mkt&Fin
7,191,Comm&Mgmt and Mkt&Fin
7,192,Comm&Mgmt and Mkt&Fin
7,193,Comm&Mgmt and Mkt&Fin
7,195,Comm&Mgmt and Mkt&Fin
7,201,Comm&Mgmt and Mkt&Fin
7,205,Comm&Mgmt and Mkt&Fin
7,206,Comm&Mgmt and Mkt&Fin
7,207,Comm&Mgmt and Mkt&Fin
7,208,Comm&Mgmt and Mkt&Fin
7,210,Comm&Mgmt and Mkt&Fin
7,211,Comm&Mgmt and Mkt&Fin
7,213,Comm&Mgmt and Mkt&Fin
9,10,Comm&Mgmt and Mkt&Fin
9,12,Comm&Mgmt and Mkt&Fin
9,14,Comm&Mgmt and Mkt&Fin
9,16,Comm&Mgmt and Mkt&Fin
9,17,Comm&Mgmt and Mkt&Fin
9,18,Comm&Mgmt and Mkt&Fin
9,20,Comm&Mgmt and Mkt&Fin
9,22,Comm&Mgmt and Mkt&Fin
9,26,Comm&Mgmt and Mkt&Fin
9,27,Comm&Mgmt and Mkt&Fin
9,29,Comm&Mgmt and Mkt&Fin
9,30,Comm&Mgmt and Mkt&Fin
9,34,Comm&Mgmt and Mkt&Fin
9,37,Comm&Mgmt and Mkt&Fin
9,41,Comm&Mgmt and Mkt&Fin
9,45,Comm&Mgmt and Mkt&Fin
9,48,Comm&Mgmt and Mkt&Fin
9,49,Comm&Mgmt and Mkt&Fin
9,57,Comm&Mgmt and Mkt&Fin
9,58,Comm&Mgmt and Mkt&Fin
9,59,Comm&Mgmt and Mkt&Fin
9,61,Comm&Mgmt and Mkt&Fin
9,62,Comm&Mgmt and Mkt&Fin
9,65,Comm&Mgmt and Mkt&Fin
9,68,Comm&Mgmt and Mkt&Fin
9,72,Comm&Mgmt and Mkt&Fin
9,73,Comm&Mgmt and Mkt&Fin
9,74,Comm&Mgmt and Mkt&Fin
9,75,Comm&Mgmt and Mkt&Fin
9,77,Comm&Mgmt and Mkt&Fin
9,82,Comm&Mgmt and Mkt&Fin
9,83,Comm&Mgmt and Mkt&Fin
9,86,Comm&Mgmt and Mkt&Fin
9,87,Comm&Mgmt and Mkt&Fin
9,91,Comm&Mgmt and Mkt&Fin
9,93,Comm&Mgmt and Mkt&Fin
9,95,Comm&Mgmt and Mkt&Fin
9,96,Comm&Mgmt and Mkt&Fin
9,97,Comm&Mgmt and Mkt&Fin
9,98,Comm&Mgmt and Mkt&Fin
9,99,Comm&Mgmt and Mkt&Fin
9,103,Comm&Mgmt and Mkt&Fin
9,109,Comm&Mgmt and Mkt&Fin
9,114,Comm&Mgmt and Mkt&Fin
9,116,Comm&Mgmt and Mkt&Fin
9,117,Comm&Mgmt and Mkt&Fin
9,120,Comm&Mgmt and Mkt&Fin
9,123,Comm&Mgmt and Mkt&Fin
9,126,Comm&Mgmt and Mkt&Fin
9,130,Comm&Mgmt and Mkt&Fin
9,131,Comm&Mgmt and Mkt&Fin
9,135,Comm&Mgmt and Mkt&Fin
9,137,Comm&Mgmt and Mkt&Fin
9,140,Comm&Mgmt and Mkt&Fin
9,141,Comm&Mgmt and Mkt&Fin
9,144,Comm&Mgmt and Mkt&Fin
9,145,Comm&Mgmt and Mkt&Fin
9,148,Comm&Mgmt and Mkt&Fin
9,152,Comm&Mgmt and Mkt&Fin
9,155,Comm&Mgmt and Mkt&Fin
9,158,Comm&Mgmt and Mkt&Fin
9,163,Comm&Mgmt and Mkt&Fin
9,165,Comm&Mgmt and Mkt&Fin
9,166,Comm&Mgmt and Mkt&Fin
9,172,Comm&Mgmt and Mkt&Fin
9,178,Comm&Mgmt and Mkt&Fin
9,181,Comm&Mgmt and Mkt&Fin
9,187,Comm&Mgmt and Mkt&Fin
9,189,Comm&Mgmt and Mkt&Fin
9,190,Comm&Mgmt and Mkt&Fin
9,191,Comm&Mgmt and Mkt&Fin
9,192,Comm&Mgmt and Mkt&Fin
9,193,Comm&Mgmt and Mkt&Fin
9,195,Comm&Mgmt and Mkt&Fin
9,201,Comm&Mgmt and Mkt&Fin
9,205,Comm&Mgmt and Mkt&Fin
9,206,Comm&Mgmt and Mkt&Fin
9,207,Comm&Mgmt and Mkt&Fin
9,208,Comm&Mgmt and Mkt&Fin
9,210,Comm&Mgmt and Mkt&Fin
9,211,Comm&Mgmt and Mkt&Fin
9,213,Comm&Mgmt and Mkt&Fin
10,12,Comm&Mgmt and Mkt&Fin
10,14,Comm&Mgmt and Mkt&Fin
10,16,Comm&Mgmt and Mkt&Fin
10,17,Comm&Mgmt and Mkt&Fin
10,18,Comm&Mgmt and Mkt&Fin
10,20,Comm&Mgmt and Mkt&Fin
10,22,Comm&Mgmt and Mkt&Fin
10,26,Comm&Mgmt and Mkt&Fin
10,27,Comm&Mgmt and Mkt&Fin
10,29,Comm&Mgmt and Mkt&Fin
10,30,Comm&Mgmt and Mkt&Fin
10,34,Comm&Mgmt and Mkt&Fin
10,37,Comm&Mgmt and Mkt&Fin
10,41,Comm&Mgmt and Mkt&Fin
10,45,Comm&Mgmt and Mkt&Fin
10,48,Comm&Mgmt and Mkt&Fin
10,49,Comm&Mgmt and Mkt&Fin
10,57,Comm&Mgmt and Mkt&Fin
10,58,Comm&Mgmt and Mkt&Fin
10,59,Comm&Mgmt and Mkt&Fin
10,61,Comm&Mgmt and Mkt&Fin
10,62,Comm&Mgmt and Mkt&Fin
10,65,Comm&Mgmt and Mkt&Fin
10,68,Comm&Mgmt and Mkt&Fin
10,72,Comm&Mgmt and Mkt&Fin
10,73,Comm&Mgmt and Mkt&Fin
10,74,Comm&Mgmt and Mkt&Fin
10,75,Comm&Mgmt and Mkt&Fin
10,77,Comm&Mgmt and Mkt&Fin
10,82,Comm&Mgmt and Mkt&Fin
10,83,Comm&Mgmt and Mkt&Fin
10,86,Comm&Mgmt and Mkt&Fin
10,87,Comm&Mgmt and Mkt&Fin
10,91,Comm&Mgmt and Mkt&Fin
10,93,Comm&Mgmt and Mkt&Fin
10,95,Comm&Mgmt and Mkt&Fin
10,96,Comm&Mgmt and Mkt&Fin
10,97,Comm&Mgmt and Mkt&Fin
10,98,Comm&Mgmt and Mkt&Fin
10,99,Comm&Mgmt and Mkt&Fin
10,103,Comm&Mgmt and Mkt&Fin
10,109,Comm&Mgmt and Mkt&Fin
10,114,Comm&Mgmt and Mkt&Fin
10,116,Comm&Mgmt and Mkt&Fin
10,117,Comm&Mgmt and Mkt&Fin
10,120,Comm&Mgmt and Mkt&Fin
10,123,Comm&Mgmt and Mkt&Fin
10,126,Comm&Mgmt and Mkt&Fin
10,130,Comm&Mgmt and Mkt&Fin
10,131,Comm&Mgmt and Mkt&Fin
10,135,Comm&Mgmt and Mkt&Fin
10,137,Comm&Mgmt and Mkt&Fin
10,140,Comm&Mgmt and Mkt&Fin
10,141,Comm&Mgmt and Mkt&Fin
10,144,Comm&Mgmt and Mkt&Fin
10,145,Comm&Mgmt and Mkt&Fin
10,148,Comm&Mgmt and Mkt&Fin
10,152,Comm&Mgmt and Mkt&Fin
10,155,Comm&Mgmt and Mkt&Fin
10,158,Comm&Mgmt and Mkt&Fin
10,163,Comm&Mgmt and Mkt&Fin
10,165,Comm&Mgmt and Mkt&Fin
10,166,Comm&Mgmt and Mkt&Fin
10,172,Comm&Mgmt and Mkt&Fin
10,178,Comm&Mgmt and Mkt&Fin
10,181,Comm&Mgmt and Mkt&Fin
10,187,Comm&Mgmt and Mkt&Fin
10,189,Comm&Mgmt and Mkt&Fin
10,190,Comm&Mgmt and Mkt&Fin
10,191,Comm&Mgmt and Mkt&Fin
10,192,Comm&Mgmt and Mkt&Fin
10,193,Comm&Mgmt and Mkt&Fin
10,195,Comm&Mgmt and Mkt&Fin
10,201,Comm&Mgmt and Mkt&Fin
10,205,Comm&Mgmt and Mkt&Fin
10,206,Comm&Mgmt and Mkt&Fin
10,207,Comm&Mgmt and Mkt&Fin
10,208,Comm&Mgmt and Mkt&Fin
10,210,Comm&Mgmt and Mkt&Fin
10,211,Comm&Mgmt and Mkt&Fin
10,213,Comm&Mgmt and Mkt&Fin
12,14,Comm&Mgmt and Mkt&Fin
12,16,Comm&Mgmt and Mkt&Fin
12,17,Comm&Mgmt and Mkt&Fin
12,18,Comm&Mgmt and Mkt&Fin
12,20,Comm&Mgmt and Mkt&Fin
12,22,Comm&Mgmt and Mkt&Fin
12,26,Comm&Mgmt and Mkt&Fin
12,27,Comm&Mgmt and Mkt&Fin
12,29,Comm&Mgmt and Mkt&Fin
12,30,Comm&Mgmt and Mkt&Fin
12,34,Comm&Mgmt and Mkt&Fin
12,37,Comm&Mgmt and Mkt&Fin
12,41,Comm&Mgmt and Mkt&Fin
12,45,Comm&Mgmt and Mkt&Fin
12,48,Comm&Mgmt and Mkt&Fin
12,49,Comm&Mgmt and Mkt&Fin
12,57,Comm&Mgmt and Mkt&Fin
12,58,Comm&Mgmt and Mkt&Fin
12,59,Comm&Mgmt and Mkt&Fin
12,61,Comm&Mgmt and Mkt&Fin
12,62,Comm&Mgmt and Mkt&Fin
12,65,Comm&Mgmt and Mkt&Fin
12,68,Comm&Mgmt and Mkt&Fin
12,72,Comm&Mgmt and Mkt&Fin
12,73,Comm&Mgmt and Mkt&Fin
12,74,Comm&Mgmt and Mkt&Fin
12,75,Comm&Mgmt and Mkt&Fin
12,77,Comm&Mgmt and Mkt&Fin
12,82,Comm&Mgmt and Mkt&Fin
12,83,Comm&Mgmt and Mkt&Fin
12,86,Comm&Mgmt and Mkt&Fin
12,87,Comm&Mgmt and Mkt&Fin
12,91,Comm&Mgmt and Mkt&Fin
12,93,Comm&Mgmt and Mkt&Fin
12,95,Comm&Mgmt and Mkt&Fin
12,96,Comm&Mgmt and Mkt&Fin
12,97,Comm&Mgmt and Mkt&Fin
12,98,Comm&Mgmt and Mkt&Fin
12,99,Comm&Mgmt and Mkt&Fin
12,103,Comm&Mgmt and Mkt&Fin
12,109,Comm&Mgmt and Mkt&Fin
12,114,Comm&Mgmt and Mkt&Fin
12,116,Comm&Mgmt and Mkt&Fin
12,117,Comm&Mgmt and Mkt&Fin
12,120,Comm&Mgmt and Mkt&Fin
12,123,Comm&Mgmt and Mkt&Fin
12,126,Comm&Mgmt and Mkt&Fin
12,130,Comm&Mgmt and Mkt&Fin
12,131,Comm&Mgmt and Mkt&Fin
12,135,Comm&Mgmt and Mkt&Fin
12,137,Comm&Mgmt and Mkt&Fin
12,140,Comm&Mgmt and Mkt&Fin
12,141,Comm&Mgmt and Mkt&Fin
12,144,Comm&Mgmt and Mkt&Fin
12,145,Comm&Mgmt and Mkt&Fin
12,148,Comm&Mgmt and Mkt&Fin
12,152,Comm&Mgmt and Mkt&Fin
12,155,Comm&Mgmt and Mkt&Fin
12,158,Comm&Mgmt and Mkt&Fin
12,163,Comm&Mgmt and Mkt&Fin
12,165,Comm&Mgmt and Mkt&Fin
12,166,Comm&Mgmt and Mkt&Fin
12,172,Comm&Mgmt and Mkt&Fin
12,178,Comm&Mgmt and Mkt&Fin
12,181,Comm&Mgmt and Mkt&Fin
12,187,Comm&Mgmt and Mkt&Fin
12,189,Comm&Mgmt and Mkt&Fin
12,190,Comm&Mgmt and Mkt&Fin
12,191,Comm&Mgmt and Mkt&Fin
12,192,Comm&Mgmt and Mkt&Fin
12,193,Comm&Mgmt and Mkt&Fin
12,195,Comm&Mgmt and Mkt&Fin
12,201,Comm&Mgmt and Mkt&Fin
12,205,Comm&Mgmt and Mkt&Fin
12,206,Comm&Mgmt and Mkt&Fin
12,207,Comm&Mgmt and Mkt&Fin
12,208,Comm&Mgmt and Mkt&Fin
12,210,Comm&Mgmt and Mkt&Fin
12,211,Comm&Mgmt and Mkt&Fin
12,213,Comm&Mgmt and Mkt&Fin
14,16,Comm&Mgmt and Mkt&Fin
14,17,Comm&Mgmt and Mkt&Fin
14,18,Comm&Mgmt and Mkt&Fin
14,20,Comm&Mgmt and Mkt&Fin
14,22,Comm&Mgmt and Mkt&Fin
14,26,Comm&Mgmt and Mkt&Fin
14,27,Comm&Mgmt and Mkt&Fin
14,29,Comm&Mgmt and Mkt&Fin
14,30,Comm&Mgmt and Mkt&Fin
14,34,Comm&Mgmt and Mkt&Fin
14,37,Comm&Mgmt and Mkt&Fin
14,41,Comm&Mgmt and Mkt&Fin
14,45,Comm&Mgmt and Mkt&Fin
14,48,Comm&Mgmt and Mkt&Fin
14,49,Comm&Mgmt and Mkt&Fin
14,57,Comm&Mgmt and Mkt&Fin
14,58,Comm&Mgmt and Mkt&Fin
14,59,Comm&Mgmt and Mkt&Fin
14,61,Comm&Mgmt and Mkt&Fin
14,62,Comm&Mgmt and Mkt&Fin
14,65,Comm&Mgmt and Mkt&Fin
14,68,Comm&Mgmt and Mkt&Fin
14,72,Comm&Mgmt and Mkt&Fin
14,73,Comm&Mgmt and Mkt&Fin
14,74,Comm&Mgmt and Mkt&Fin
14,75,Comm&Mgmt and Mkt&Fin
14,77,Comm&Mgmt and Mkt&Fin
14,82,Comm&Mgmt and Mkt&Fin
14,83,Comm&Mgmt and Mkt&Fin
14,86,Comm&Mgmt and Mkt&Fin
14,87,Comm&Mgmt and Mkt&Fin
14,91,Comm&Mgmt and Mkt&Fin
14,93,Comm&Mgmt and Mkt&Fin
14,95,Comm&Mgmt and Mkt&Fin
14,96,Comm&Mgmt and Mkt&Fin
14,97,Comm&Mgmt and Mkt&Fin
14,98,Comm&Mgmt and Mkt&Fin
14,99,Comm&Mgmt and Mkt&Fin
14,103,Comm&Mgmt and Mkt&Fin
14,109,Comm&Mgmt and Mkt&Fin
14,114,Comm&Mgmt and Mkt&Fin
14,116,Comm&Mgmt and Mkt&Fin
14,117,Comm&Mgmt and Mkt&Fin
14,120,Comm&Mgmt and Mkt&Fin
14,123,Comm&Mgmt and Mkt&Fin
14,126,Comm&Mgmt and Mkt&Fin
14,130,Comm&Mgmt and Mkt&Fin
14,131,Comm&Mgmt and Mkt&Fin
14,135,Comm&Mgmt and Mkt&Fin
14,137,Comm&Mgmt and Mkt&Fin
14,140,Comm&Mgmt and Mkt&Fin
14,141,Comm&Mgmt and Mkt&Fin
14,144,Comm&Mgmt and Mkt&Fin
14,145,Comm&Mgmt and Mkt&Fin
14,148,Comm&Mgmt and Mkt&Fin
14,152,Comm&Mgmt and Mkt&Fin
14,155,Comm&Mgmt and Mkt&Fin
14,158,Comm&Mgmt and Mkt&Fin
14,163,Comm&Mgmt and Mkt&Fin
14,165,Comm&Mgmt and Mkt&Fin
14,166,Comm&Mgmt and Mkt&Fin
14,172,Comm&Mgmt and Mkt&Fin
14,178,Comm&Mgmt and Mkt&Fin
14,181,Comm&Mgmt and Mkt&Fin
14,187,Comm&Mgmt and Mkt&Fin
14,189,Comm&Mgmt and Mkt&Fin
14,190,Comm&Mgmt and Mkt&Fin
14,191,Comm&Mgmt and Mkt&Fin
14,192,Comm&Mgmt and Mkt&Fin
14,193,Comm&Mgmt and Mkt&Fin
14,195,Comm&Mgmt and Mkt&Fin
14,201,Comm&Mgmt and Mkt&Fin
14,205,Comm&Mgmt and Mkt&Fin
14,206,Comm&Mgmt and Mkt&Fin
14,207,Comm&Mgmt and Mkt&Fin
14,208,Comm&Mgmt and Mkt&Fin
14,210,Comm&Mgmt and Mkt&Fin
14,211,Comm&Mgmt and Mkt&Fin
14,213,Comm&Mgmt and Mkt&Fin
16,17,Comm&Mgmt and Mkt&Fin
16,18,Comm&Mgmt and Mkt&Fin
16,20,Comm&Mgmt and Mkt&Fin
16,22,Comm&Mgmt and Mkt&Fin
16,26,Comm&Mgmt and Mkt&Fin
16,27,Comm&Mgmt and Mkt&Fin
16,29,Comm&Mgmt and Mkt&Fin
16,30,Comm&Mgmt and Mkt&Fin
16,34,Comm&Mgmt and Mkt&Fin
16,37,Comm&Mgmt and Mkt&Fin
16,41,Comm&Mgmt and Mkt&Fin
16,45,Comm&Mgmt and Mkt&Fin
16,48,Comm&Mgmt and Mkt&Fin
16,49,Comm&Mgmt and Mkt&Fin
16,57,Comm&Mgmt and Mkt&Fin
16,58,Comm&Mgmt and Mkt&Fin
16,59,Comm&Mgmt and Mkt&Fin
16,61,Comm&Mgmt and Mkt&Fin
16,62,Comm&Mgmt and Mkt&Fin
16,65,Comm&Mgmt and Mkt&Fin
16,68,Comm&Mgmt and Mkt&Fin
16,72,Comm&Mgmt and Mkt&Fin
16,73,Comm&Mgmt and Mkt&Fin
16,74,Comm&Mgmt and Mkt&Fin
16,75,Comm&Mgmt and Mkt&Fin
16,77,Comm&Mgmt and Mkt&Fin
16,82,Comm&Mgmt and Mkt&Fin
16,83,Comm&Mgmt and Mkt&Fin
16,86,Comm&Mgmt and Mkt&Fin
16,87,Comm&Mgmt and Mkt&Fin
16,91,Comm&Mgmt and Mkt&Fin
16,93,Comm&Mgmt and Mkt&Fin
16,95,Comm&Mgmt and Mkt&Fin
16,96,Comm&Mgmt and Mkt&Fin
16,97,Comm&Mgmt and Mkt&Fin
16,98,Comm&Mgmt and Mkt&Fin
16,99,Comm&Mgmt and Mkt&Fin
16,103,Comm&Mgmt and Mkt&Fin
16,109,Comm&Mgmt and Mkt&Fin
16,114,Comm&Mgmt and Mkt&Fin
16,116,Comm&Mgmt and Mkt&Fin
16,117,Comm&Mgmt and Mkt&Fin
16,120,Comm&Mgmt and Mkt&Fin
16,123,Comm&Mgmt and Mkt&Fin
16,126,Comm&Mgmt and Mkt&Fin
16,130,Comm&Mgmt and Mkt&Fin
16,131,Comm&Mgmt and Mkt&Fin
16,135,Comm&Mgmt and Mkt&Fin
16,137,Comm&Mgmt and Mkt&Fin
16,140,Comm&Mgmt and Mkt&Fin
16,141,Comm&Mgmt and Mkt&Fin
16,144,Comm&Mgmt and Mkt&Fin
16,145,Comm&Mgmt and Mkt&Fin
16,148,Comm&Mgmt and Mkt&Fin
16,152,Comm&Mgmt and Mkt&Fin
16,155,Comm&Mgmt and Mkt&Fin
16,158,Comm&Mgmt and Mkt&Fin
16,163,Comm&Mgmt and Mkt&Fin
16,165,Comm&Mgmt and Mkt&Fin
16,166,Comm&Mgmt and Mkt&Fin
16,172,Comm&Mgmt and Mkt&Fin
16,178,Comm&Mgmt and Mkt&Fin
16,181,Comm&Mgmt and Mkt&Fin
16,187,Comm&Mgmt and Mkt&Fin
16,189,Comm&Mgmt and Mkt&Fin
16,190,Comm&Mgmt and Mkt&Fin
16,191,Comm&Mgmt and Mkt&Fin
16,192,Comm&Mgmt and Mkt&Fin
16,193,Comm&Mgmt and Mkt&Fin
16,195,Comm&Mgmt and Mkt&Fin
16,201,Comm&Mgmt and Mkt&Fin
16,205,Comm&Mgmt and Mkt&Fin
16,206,Comm&Mgmt and Mkt&Fin
16,207,Comm&Mgmt and Mkt&Fin
16,208,Comm&Mgmt and Mkt&Fin
16,210,Comm&Mgmt and Mkt&Fin
16,211,Comm&Mgmt and Mkt&Fin
16,213,Comm&Mgmt and Mkt&Fin
